tweet_id,airline_sentiment,airline,text,tweet_coord,tweet_created,tweet_location,user_timezone,predicted_sentiment,predicted_topic
5.70272714205864e+17,negative,Southwest,southwestair told customer service customer relation extend expiration date unused travel fund,"[0.0, 0.0]",2015-02-24 09:23:04 -0800,Around...,Eastern Time (US & Canada),negative,3
5.70272387985515e+17,negative,Southwest,southwestair smile two hour ugh get voucher inexcusable esp pre flight check ok,"[0.0, 0.0]",2015-02-24 09:21:47 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.7027113846442e+17,negative,Southwest,southwestair need learn treat people respect little dignity fail,"[0.0, 0.0]",2015-02-24 09:16:49 -0800,The next President of Libya,Quito,negative,3
5.70268160202568e+17,negative,Southwest,southwestair flight chibuf last night almost hour delay cuz someone get plane without pas sound safe,"[0.0, 0.0]",2015-02-24 09:04:59 -0800,"woodstock, Ontario, Canada",Atlantic Time (Canada),negative,1
5.70266640614498e+17,negative,Southwest,southwestair nothing help u restore barelyexpired rapidrewards point,"[0.0, 0.0]",2015-02-24 08:58:56 -0800,Chicago,Central Time (US & Canada),negative,4
5.70265831822778e+17,negative,Southwest,southwestair freeze plane,"[0.0, 0.0]",2015-02-24 08:55:43 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.7026580474855e+17,negative,Southwest,southwestair airline people screw boarding pass way back puerto vallarta horrible,"[0.0, 0.0]",2015-02-24 08:55:37 -0800,"Boston, MA",Eastern Time (US & Canada),negative,0
5.70265563035005e+17,negative,Southwest,southwestair groupa group c never get sit next south west flight even honey moon,"[0.0, 0.0]",2015-02-24 08:54:39 -0800,"Boston, MA",Eastern Time (US & Canada),negative,2
5.70265397058003e+17,negative,Southwest,southwestair flight atlanta get cancel flightled schedule phone hour rep bumping u,"[0.0, 0.0]",2015-02-24 08:54:00 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.70265133638943e+17,negative,Southwest,southwestair u lot piss hungry tire people stuck midway hour schedule departure inexcusable,"[0.0, 0.0]",2015-02-24 08:52:57 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.70264793140953e+17,negative,Southwest,southwestair youre go charge wifi u solid make sure doesnt take length flight open page,"[0.0, 0.0]",2015-02-24 08:51:36 -0800,"Perdido Key, FL",Eastern Time (US & Canada),negative,3
5.70264481772777e+17,negative,Southwest,southwestair website revert st flight minute delay change reliable information,"[0.0, 0.0]",2015-02-24 08:50:22 -0800,"Hampton Roads, Virginia",Eastern Time (US & Canada),negative,3
5.70264474784895e+17,negative,Southwest,southwestair swa help hotel industry always book flight day need somewhere swa consistent cancel flightsdelays,"[0.0, 0.0]",2015-02-24 08:50:20 -0800,"Boston, MA",Pacific Time (US & Canada),negative,4
5.70264316743545e+17,negative,Southwest,southwestair unfortunately call answer service horrid swa rolemodel finger point amp excuse disappointed,"[38.30097379, -122.30180037]",2015-02-24 08:49:42 -0800,"San Diego,  CA",Pacific Time (US & Canada),negative,3
5.70261977332732e+17,negative,Southwest,southwestair frustrate indeed especially one know issue,"[0.0, 0.0]",2015-02-24 08:40:25 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
5.70261514340475e+17,negative,Southwest,southwestair hold customer service may quicker rebooked trip low fare difference go,"[0.0, 0.0]",2015-02-24 08:38:34 -0800,"Boston, MA",Eastern Time (US & Canada),negative,4
5.7026038774603e+17,negative,Southwest,southwestair suppose take almost hour agovacationfail frozenwater gettingimpatient theycouldatleastofferfreebooze,"[0.0, 0.0]",2015-02-24 08:34:06 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
5.70257631778107e+17,negative,Southwest,southwestair min answer wife baby need get flight arrive hr prior please help venetia crook,"[0.0, 0.0]",2015-02-24 08:23:08 -0800,Fort Lauderdale,Eastern Time (US & Canada),negative,3
5.70257480401469e+17,negative,Southwest,southwestair wife month old might miss flight next direct pm mother law hold customer support,"[0.0, 0.0]",2015-02-24 08:22:32 -0800,Fort Lauderdale,Eastern Time (US & Canada),negative,4
5.70257317859611e+17,negative,Southwest,southwestair flight fll atl wife travel infant line check baggage people long due computer system crash,"[0.0, 0.0]",2015-02-24 08:21:54 -0800,Fort Lauderdale,Eastern Time (US & Canada),negative,2
5.70253313368699e+17,negative,Southwest,southwestair la always traffic insane cant one issue flight,"[0.0, 0.0]",2015-02-24 08:05:59 -0800,"San Juan, Brooklyn, LA ",Atlantic Time (Canada),negative,3
5.70253196213383e+17,negative,Southwest,southwestair insane traffic la try call schedule flight phone minute nothing,"[0.0, 0.0]",2015-02-24 08:05:31 -0800,"San Juan, Brooklyn, LA ",Atlantic Time (Canada),negative,3
5.70248600623522e+17,negative,Southwest,southwestair use guy travel last experience never use southwest worstcustomerservice,"[0.0, 0.0]",2015-02-24 07:47:15 -0800,"Boston, MA",Eastern Time (US & Canada),negative,4
5.7024803536982e+17,negative,Southwest,southwestair vipliveinthevieyard first time try redeem pt anything really go well disappointed,"[0.0, 0.0]",2015-02-24 07:45:00 -0800,"Boston, MA",Atlantic Time (Canada),negative,0
5.70246490473566e+17,negative,Southwest,southwestair way receive refund trip cancel flight online instead call phone line super busy,"[0.0, 0.0]",2015-02-24 07:38:52 -0800,Trapped in Baltimore.,Atlantic Time (Canada),negative,3
5.70245513720648e+17,negative,Southwest,southwestair switch plane due mechanical problem reboarding work end long line stuck middle,"[0.0, 0.0]",2015-02-24 07:34:59 -0800,"Boston, MA",Eastern Time (US & Canada),negative,2
5.70242641264321e+17,negative,Southwest,southwestair try vip live vineyard yr site go time get redeem pt package go,"[0.0, 0.0]",2015-02-24 07:23:34 -0800,"Boston, MA",Atlantic Time (Canada),negative,3
5.70227814575804e+17,negative,Southwest,southwestair southwest airline cancel flight flight charleston pm flight cancel flightation really weather relate flightd,"[0.0, 0.0]",2015-02-24 06:24:39 -0800,"Boston, MA",Atlantic Time (Canada),negative,1
5.70224719011705e+17,negative,Southwest,southwestair call rep pleasant less helpful told sol train consistent cx,"[0.0, 0.0]",2015-02-24 06:12:21 -0800,"Manchester, NH",Eastern Time (US & Canada),negative,2
5.70224618272731e+17,negative,Southwest,southwestair year customer lose inch really hurt every time person front shift rap knee,"[0.0, 0.0]",2015-02-24 06:11:57 -0800,Galt Gulch,Pacific Time (US & Canada),negative,0
5.70220966284026e+17,negative,Southwest,southwestair customer relation still openin texas,"[0.0, 0.0]",2015-02-24 05:57:27 -0800,Around...,Eastern Time (US & Canada),negative,3
5.70214946815869e+17,negative,Southwest,southwestair etd swa phl appear delayed info available gate,"[39.87778809, -75.23663363]",2015-02-24 05:33:32 -0800,"Philadelphia, PA",Eastern Time (US & Canada),negative,0
5.70213389005414e+17,negative,Southwest,southwestair tell cancel flightled flight v delay,"[0.0, 0.0]",2015-02-24 05:27:20 -0800,"Minneapolis, MN",Central Time (US & Canada),negative,3
5.70210502955155e+17,negative,Southwest,southwestair weather time cancel flight cant meeting today,"[0.0, 0.0]",2015-02-24 05:15:52 -0800,"Minneapolis, MN",Central Time (US & Canada),negative,3
5.70207643874124e+17,negative,Southwest,southwestair luv yall please stop overheat plane second flight row feel like sauna,"[0.0, 0.0]",2015-02-24 05:04:30 -0800,"Dallas, TX",Mountain Time (US & Canada),negative,2
5.70204088908034e+17,negative,Southwest,southwestair principle hard get mug amp upset take money amp didnt give anything wrongiswrong,"[0.0, 0.0]",2015-02-24 04:50:23 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.7020384254283e+17,negative,Southwest,southwestair three hour flight orlando wifi uncool firstworldproblems,"[0.0, 0.0]",2015-02-24 04:49:24 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.70198775203017e+17,negative,Southwest,southwestair customer service fll bwiand pit terribleno one know bag arehis job clothes amp gear,"[0.0, 0.0]",2015-02-24 04:29:16 -0800,South Florida ,Eastern Time (US & Canada),negative,1
5.70197979820225e+17,negative,Southwest,southwestair multiple attempt finally able submit late flight last night,"[0.0, 0.0]",2015-02-24 04:26:06 -0800,Kansas City area,Mountain Time (US & Canada),negative,4
5.70195827341312e+17,negative,Southwest,southwestair arrive find already cancel flight option miss meeting might know dont show,"[0.0, 0.0]",2015-02-24 04:17:33 -0800,"Minneapolis, MN",Central Time (US & Canada),negative,3
5.70103012380668e+17,negative,Southwest,southwestair hey remember time lose husband bag filmjobnoequipment nowarmclothes,"[0.0, 0.0]",2015-02-23 22:08:44 -0800,South Florida ,Eastern Time (US & Canada),negative,1
5.70097607478874e+17,negative,Southwest,southwestair need redeem lose respect tonight lostbags filmjobnoequipment,"[0.0, 0.0]",2015-02-23 21:47:16 -0800,South Florida ,Eastern Time (US & Canada),negative,3
5.70091771675349e+17,negative,Southwest,southwestair way fuck lose c istudios bag husband warm clothes equipment youdidit notcool,"[0.0, 0.0]",2015-02-23 21:24:04 -0800,South Florida ,Eastern Time (US & Canada),negative,1
5.70076113453519e+17,negative,Southwest,southwestair make miss thebachelor right wah,"[0.0, 0.0]",2015-02-23 20:21:51 -0800,"Los Angeles, CA",Pacific Time (US & Canada),negative,3
5.70070880983712e+17,negative,Southwest,southwestair let bag flutter charge traveler change date fullprice dont let travel,"[0.0, 0.0]",2015-02-23 20:01:04 -0800,Kansas City MO,Central Time (US & Canada),negative,3
5.70059574268469e+17,negative,Southwest,southwestair become like every airline crooked cant believe take shouldwearmasks shock,"[0.0, 0.0]",2015-02-23 19:16:08 -0800,Kansas City MO,Central Time (US & Canada),negative,0
5.70059381284303e+17,negative,Southwest,southwestair conf fneqm flight delayed hour friend wait bday please follow,"[0.0, 0.0]",2015-02-23 19:15:22 -0800,Los Angeles,Arizona,negative,3
5.7005869967652e+17,negative,Southwest,southwestair twitter cust svc rule dont say fell short told u u u cant solve problem dont say anything,"[0.0, 0.0]",2015-02-23 19:12:39 -0800,"New Orleans, LA, USA",Central Time (US & Canada),negative,0
5.70050402294637e+17,negative,Southwest,southwestair disappointed customer service right definitely feel luv whats bad nd time winter,"[0.0, 0.0]",2015-02-23 18:39:41 -0800,"New Orleans, LA, USA",Central Time (US & Canada),negative,3
5.70044516318749e+17,negative,Southwest,southwestair kudos bag handler dtw gate pm ran keep bag hit ground degree temp httpskeptical annoyed undecided uneasy hesitanttcotxutsfkj,"[0.0, 0.0]",2015-02-23 18:16:18 -0800,"Houston, TX",Eastern Time (US & Canada),negative,2
5.700329499928e+17,negative,Southwest,southwestair call told bag make phl still deliver call delivery service,"[0.0, 0.0]",2015-02-23 17:30:20 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.70027786053636e+17,negative,Southwest,southwestair way give voice customer pay service satisfactorily deliver justsayin,"[0.0, 0.0]",2015-02-23 17:09:49 -0800,Brooklyn NY,Central Time (US & Canada),negative,3
5.70021128032408e+17,negative,Southwest,southwestair genuinely surprised dont upgrade people cancel flight flight least put comparable spot,"[0.0, 0.0]",2015-02-23 16:43:22 -0800,Washington DC,Eastern Time (US & Canada),negative,3
5.7001735774738e+17,negative,Southwest,southwestair would someone please dm customer relation number website customer service,"[0.0, 0.0]",2015-02-23 16:28:23 -0800,Chicago,Eastern Time (US & Canada),negative,3
5.70014884651381e+17,negative,Southwest,southwestair second time row havent receive text update flight time change dont offer wont use,"[0.0, 0.0]",2015-02-23 16:18:33 -0800,"Boston, MA",Central Time (US & Canada),negative,3
5.70014685166219e+17,negative,Southwest,southwestair cancel flightled flight back queue want charge business class stay classy,"[0.0, 0.0]",2015-02-23 16:17:45 -0800,Washington DC,Eastern Time (US & Canada),negative,3
5.70014474993689e+17,negative,Southwest,southwestair hope flyer get credit sort delay cancel flightlations shittydeal notimpressed,"[37.6170841, -122.3877223]",2015-02-23 16:16:55 -0800,Canada,Pacific Time (US & Canada),negative,3
5.70009576273154e+17,negative,Southwest,southwestair wifi slow point one cant get internet ugh,"[0.0, 0.0]",2015-02-23 15:57:27 -0800,Carlsbad | CA,Eastern Time (US & Canada),negative,3
5.69998122241233e+17,negative,Southwest,southwestair hasnt evennotified u theflight isdelayed via emailtextphone callif wererunning late flight would piss unreliable,"[0.0, 0.0]",2015-02-23 15:11:57 -0800,KCMO,Eastern Time (US & Canada),negative,3
5.69998043761803e+17,negative,Southwest,southwestair tweet weekend bad weather close customer relation center process refund cancel flight flight,"[0.0, 0.0]",2015-02-23 15:11:38 -0800,"Washington, DC",Eastern Time (US & Canada),negative,3
5.6999670744397e+17,negative,Southwest,southwestair stop cancel flight flight u history test take chemistry thing learn understand,"[0.0, 0.0]",2015-02-23 15:06:19 -0800,"Boston, MA",Central Time (US & Canada),negative,3
5.69989340052345e+17,negative,Southwest,southwestair prove cuz southwest people dont even know behind schedule,"[0.0, 0.0]",2015-02-23 14:37:03 -0800,KCMO,Eastern Time (US & Canada),negative,1
5.69989082719359e+17,negative,Southwest,southwestair u bae u lose bag clue happen hour skeptical annoyed undecided uneasy hesitant,"[0.0, 0.0]",2015-02-23 14:36:01 -0800,"Boston, MA",Quito,negative,2
5.69986783024431e+17,negative,Southwest,southwestair think voucher make spending hr plane land airport take really,"[0.0, 0.0]",2015-02-23 14:26:53 -0800,"Kensington, MD",Eastern Time (US & Canada),negative,1
5.69984437720453e+17,negative,Southwest,southwestair problem apology dont help result matter prove impossible find anyone interested,"[0.0, 0.0]",2015-02-23 14:17:34 -0800,"Boston, MA",Eastern Time (US & Canada),negative,2
5.69978876861903e+17,negative,Southwest,southwestair ruin sunday hour delay dia bag wrong airport deliver insult injury,"[0.0, 0.0]",2015-02-23 13:55:28 -0800,"San Francisco, CA",Eastern Time (US & Canada),negative,1
5.69977223198822e+17,negative,Southwest,southwestair like kelsey say really bad spot local know long take find parking walk bellagio,"[0.0, 0.0]",2015-02-23 13:48:54 -0800,"Boston, MA",Eastern Time (US & Canada),negative,0
5.69974833418601e+17,negative,Southwest,southwestair right delayed im crabby happy face smiley also allow one family member purchase earlybird check hold row,"[32.73154946, -117.19636508]",2015-02-23 13:39:24 -0800,"La Jolla, CA ",Pacific Time (US & Canada),negative,3
5.6997086560709e+17,negative,Southwest,southwestair people pre boardedonly need wheel chair plane case boarding,"[0.0, 0.0]",2015-02-23 13:23:38 -0800,"Boston, MA",Mountain Time (US & Canada),negative,1
5.69969833254765e+17,negative,Southwest,southwestair poor customer service displayed weekend storm stuck tarmac hour answer,"[0.0, 0.0]",2015-02-23 13:19:32 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69963097055605e+17,negative,Southwest,southwestair feel frustrate bought wifi onboard cant load email,"[0.0, 0.0]",2015-02-23 12:52:46 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69960248548594e+17,negative,Southwest,southwestair let one person board early bird save seat entire party notcool flight,"[0.0, 0.0]",2015-02-23 12:41:27 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
5.6995662403654e+17,negative,Southwest,southwestair continue airline choice united frustrate travel day ive experienced delay gate change,"[0.0, 0.0]",2015-02-23 12:27:03 -0800,DEN,Eastern Time (US & Canada),negative,1
5.69956528507236e+17,negative,Southwest,southwestair foxnews serious potential wan na get away commercial debacle real fire kristi capel,"[0.0, 0.0]",2015-02-23 12:26:40 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69954583209882e+17,negative,Southwest,southwestair appreciate response constant change flight time frustrate say least toughtomakeplans,"[0.0, 0.0]",2015-02-23 12:18:56 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69954475433202e+17,negative,Southwest,southwestair long delayed boarding get free drink gettingthirsty,"[0.0, 0.0]",2015-02-23 12:18:30 -0800,Chicago,Central Time (US & Canada),negative,1
5.69953672861389e+17,negative,Southwest,southwestair doesnt seem fair bag need fit seat need fit,"[0.0, 0.0]",2015-02-23 12:15:19 -0800,"Boston, MA",Arizona,negative,3
5.69952285024915e+17,negative,Southwest,southwestair want change anytime flight leave phone hold min phone answer say sorry dice,"[0.0, 0.0]",2015-02-23 12:09:48 -0800,"Boston, MA",Pacific Time (US & Canada),negative,3
5.69952282277773e+17,negative,Southwest,southwestair werent sincere cancel flight flight make drive hour get home,"[0.0, 0.0]",2015-02-23 12:09:47 -0800,•New York•,Eastern Time (US & Canada),negative,3
5.69946428547551e+17,negative,Southwest,southwestair pretty terrible customer service sat hold min busy signal disconnect airline suck,"[0.0, 0.0]",2015-02-23 11:46:32 -0800,Missouri,Eastern Time (US & Canada),negative,3
5.69942482668167e+17,negative,Southwest,southwestair sorry bother ive hold hour minute continue hold call back,"[0.0, 0.0]",2015-02-23 11:30:51 -0800,"Bellingham, Washington",Pacific Time (US & Canada),negative,3
5.69941247546286e+17,negative,Southwest,southwestair checkin lame business really last seat broad shoulder haha,"[0.0, 0.0]",2015-02-23 11:25:57 -0800,Washington DC,Eastern Time (US & Canada),negative,1
5.6993879939799e+17,negative,Southwest,southwestair completely understand act god weatherrelate flightd cancel flightlation day without reimbursement kind unacceptable,"[0.0, 0.0]",2015-02-23 11:16:13 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
5.69937700993819e+17,negative,Southwest,southwestair expensive go vega stop late flight june get non stop competition,"[42.3427148, -71.5504243]",2015-02-23 11:11:51 -0800,some where in massachusetts ,Eastern Time (US & Canada),negative,2
5.69937119411462e+17,negative,Southwest,southwestair delayed twice cancel flightedsent complaint email yet response need explanation pls notsatisfied smh unhappy,"[32.7156489, -117.1556388]",2015-02-23 11:09:32 -0800,Canada,Pacific Time (US & Canada),negative,3
5.69924243946738e+17,negative,Southwest,southwestair disappointment blatant disregard business select customer become problem thats push,"[0.0, 0.0]",2015-02-23 10:18:23 -0800,"Boston, MA",Mountain Time (US & Canada),negative,3
5.69918484726964e+17,negative,Southwest,southwestair bag way chicago without help confirm flight told isnt room im screw,"[0.0, 0.0]",2015-02-23 09:55:29 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
5.69909718765842e+17,negative,Southwest,southwestair never get email confirmation ticket credit card charge phone wait time crazy chat,"[0.0, 0.0]",2015-02-23 09:20:40 -0800,Los Angeles,Pacific Time (US & Canada),negative,3
5.69906668743426e+17,negative,Southwest,southwestair re chg onlineapp work still hold faster hubby drive airport make change counter fail,"[0.0, 0.0]",2015-02-23 09:08:32 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69904613069103e+17,negative,Southwest,southwestair one find bag need everything next two hour,"[0.0, 0.0]",2015-02-23 09:00:22 -0800,"Raleigh, North Carolina",Mountain Time (US & Canada),negative,3
5.69904370361483e+17,negative,Southwest,southwestair wasnt able sit seat since guy next use worstflightever ideserveareward httpskeptical annoyed undecided uneasy hesitanttcolhsnlgie,"[33.64079948, -84.4358346]",2015-02-23 08:59:24 -0800,"Columbus, OH",Eastern Time (US & Canada),negative,2
5.69903253183455e+17,negative,Southwest,southwestair yes file report treat rather rudely midway baggage claim wait day get luggage,"[0.0, 0.0]",2015-02-23 08:54:58 -0800,"Boston, MA",Central Time (US & Canada),negative,3
5.69901998780199e+17,negative,Southwest,southwestair would still companion pas ridiculous airline hadnt stop partner hilton hotel genius,"[0.0, 0.0]",2015-02-23 08:49:59 -0800,"Austin, TX",Central Time (US & Canada),negative,4
5.69901802994455e+17,negative,Southwest,southwestair still havent heard thing,"[0.0, 0.0]",2015-02-23 08:49:12 -0800,"Westminster, CO",Mountain Time (US & Canada),negative,0
5.69899502355681e+17,negative,Southwest,southwestair hope isnt real life scene movie flight,"[0.0, 0.0]",2015-02-23 08:40:04 -0800,insta : michellehamm0nd,Eastern Time (US & Canada),negative,1
5.69889885651235e+17,negative,Southwest,southwestair password reset email incredibly slow arrive today checked spam folder web site say minute straight face,"[0.0, 0.0]",2015-02-23 08:01:51 -0800,"Redlands, CA",Pacific Time (US & Canada),negative,0
5.69887819297993e+17,negative,Southwest,southwestair ive terrible service three airport hour glad dont care kind need home sellmypointssoon,"[0.0, 0.0]",2015-02-23 07:53:38 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69885759513035e+17,negative,Southwest,southwestair hold minno estimate answer time help,"[0.0, 0.0]",2015-02-23 07:45:27 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69884616649269e+17,negative,Southwest,southwestair im go start charge consistent body pat down start feel like piece meat punishedforflying,"[0.0, 0.0]",2015-02-23 07:40:55 -0800,"Chicago, IL",Eastern Time (US & Canada),negative,3
5.6988315249324e+17,negative,Southwest,southwestair whats wait time customer service line try x fri ive min,"[0.0, 0.0]",2015-02-23 07:35:06 -0800,"Columbus, OH",Eastern Time (US & Canada),negative,3
5.69880788612866e+17,negative,Southwest,southwestair flight delayed hour another week another delayed flight,"[0.0, 0.0]",2015-02-23 07:25:42 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69875532600386e+17,negative,Southwest,southwestair bag possession clothes bag,"[0.0, 0.0]",2015-02-23 07:04:49 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
5.69875093360239e+17,negative,Southwest,southwestair please get back airtran credit qvnmb call im told never get emailcall back,"[0.0, 0.0]",2015-02-23 07:03:04 -0800,"Boston, MA",Eastern Time (US & Canada),negative,3
5.69872444590129e+17,negative,Southwest,southwestair pleaseeee resume direct flight fll phl dont want fly anyone else weary facetired facefrown sad andry poutingrying face,"[0.0, 0.0]",2015-02-23 06:52:33 -0800,Vineland & South Florida ,Eastern Time (US & Canada),negative,0
5.69868010665611e+17,negative,Southwest,southwestair anyone realize ban peanut flight due allergic person ignores pnut oil amp dust previous flight,"[0.0, 0.0]",2015-02-23 06:34:56 -0800,Las Vegas,Pacific Time (US & Canada),negative,1
5.69866847690101e+17,negative,Southwest,southwestair customer service rude bother call idea go sigh heavily phone unbelievable,"[0.0, 0.0]",2015-02-23 06:30:18 -0800,"Saint Louis, MO USA",Central Time (US & Canada),negative,3
5.69865838892692e+17,negative,Southwest,southwestair nelsjeff hr late flightr human interaction end ing completely new flight last flight didnt sell,"[0.0, 0.0]",2015-02-23 06:26:18 -0800,"Boston, MA",Eastern Time (US & Canada),negative,1
