tweet_id,airline_sentiment,airline,name,retweet_count,text,tweet_coord,tweet_created,tweet_location,user_timezone
5.70269280748442E+017,negative,American,nataliewsj,0,@AmericanAir any idea on what the wait time is for refunds from @USAirways? I was told a few days over the phone - but it's well past that.,,2015-02-24 09:09:26 -0800,"Washington, DC",Pacific Time (US & Canada)
5.70268875872473E+017,positive,American,SuperGlueMom,0,@AmericanAir I was happy to purchase the upgrade. If only it was avail on my next flight.,,2015-02-24 09:07:49 -0800,Southern Suburbia,Eastern Time (US & Canada)
5.70268646544511E+017,negative,American,weezerandburnie,0,@AmericanAir It is now going to be reported to the police due to the sexual assult sad that you didn't care,,2015-02-24 09:06:55 -0800,Belle MO,
5.70268420140245E+017,negative,American,farfalla818,0,@AmericanAir 4th flight rebooked to is NOT Cancelled Flighted! Woo-hoo. Going to make it to @LaGuardiaAir,,2015-02-24 09:06:01 -0800,"Plano, Texas",
5.70268326250746E+017,neutral,American,hooton,0,@AmericanAir my flight to DFW from LIT on my way to PDX tomorrow was Cancelled Flighted. Can you help me?,,2015-02-24 09:05:38 -0800,"Little Rock, AR",Central Time (US & Canada)
5.70267902726804E+017,negative,American,Flora_Lola_NYC,0,@AmericanAir The issue is the lack of consideration of an announcement made so Late Flight when the gate agent had been there for over an hour.,,2015-02-24 09:03:57 -0800,,Eastern Time (US & Canada)
5.70267608773055E+017,negative,American,susqhb,0,@AmericanAir I understand. But why is this the only flight of the day not going out? Twice?! I'm now out of extra meds and diapers for baby.,,2015-02-24 09:02:47 -0800,Dallas via NYC via the OC,Central Time (US & Canada)
5.70267592478192E+017,neutral,American,pbpinftworth,0,@americanair I sure do. I'm running version 3.10.0,,2015-02-24 09:02:43 -0800,"DFW, TX",Central Time (US & Canada)
5.70267562623152E+017,negative,American,alinaxkristin,0,@AmericanAir you could train your flight attendants to have some manners and decency,,2015-02-24 09:02:36 -0800,Miami ,Quito
5.70264948548313E+017,positive,American,Runts54,0,@AmericanAir @dfwairport you 2 together are the best part of flying!,,2015-02-24 08:52:13 -0800,"Euless, Texas",
5.70139793608176E+017,negative,American,Pride_MMA,0,@AmericanAir over the last year 50% of my flights have been delayed or Cancelled Flightled.  I'm done with you.,,2015-02-24 00:34:54 -0800,"Edmond, Oklahoma",Central Time (US & Canada)
5.69944281512686E+017,negative,American,AyDiosMio,0,@AmericanAir FYI...call stilling getting dropped.  After an hour of continuous dialing. Attempted to Cancelled Flight online but not able to. HELP!!!,"[34.0213466, -118.45229268]",2015-02-23 11:38:00 -0800,,Pacific Time (US & Canada)
5.69842758967386E+017,negative,American,flemmingerin,0,@AmericanAir how can I get you guys to respond to my tweets and DM??? Really sad feeling to be ignored.,,2015-02-23 04:54:35 -0800,San Diego,
5.69699455919727E+017,negative,American,JanssenMA,0,@AmericanAir @SouljaCoy what is AA going to do to fix their utterly embarrassing customer service? You won't even answer the dang phone!,,2015-02-22 19:25:09 -0800,,
5.69680231012774E+017,negative,American,LBernieMeyer,0,@AmericanAir  800 number will not even let you wait for next customer rep. Very frustrating. Can't talk to humans.,,2015-02-22 18:08:45 -0800,,
5.69622568459637E+017,negative,American,SchrierCar,0,@AmericanAir I want to speak to a human being! !!  This is not an obscene request!,,2015-02-22 14:19:38 -0800,,
5.69621879633392E+017,negative,American,salitron78,0,@AmericanAir no response to DM or email yet.  customer service?,,2015-02-22 14:16:53 -0800,on @TheJR,Seoul
5.69601363799359E+017,negative,American,stevereasnors,0,@AmericanAir should reconsider #usairways acquisition. Flight 1843 AA gold flyers insulted by attendant for hanging jacket!,,2015-02-22 12:55:22 -0800,Los Angeles,Pacific Time (US & Canada)
5.69600137296634E+017,positive,American,douglaskgordon,0,@AmericanAir Thank you.....you do the same!!,,2015-02-22 12:50:30 -0800,"Caribbean, New York and Miami.",Indiana (East)
5.69047438880842E+017,negative,American,ohmal,0,@AmericanAir you need to work harder on the disconnect between your intention and the reality your passengers face,,2015-02-21 00:14:16 -0800,,London
5.68824537338417E+017,negative,American,KaiserSnowse,0,"@AmericanAir - how long does it take to get credit to my AA account? Traveled in Jan &amp; only one leg reported. Asked for credit, no response.",,2015-02-20 09:28:32 -0800,,Central Time (US & Canada)
5.68551906634797E+017,positive,American,byunsamuel,0,@AmericanAir Hopefully you ll see bad ones as opportunity to get better and not dwell in it... and the good ones as encouragement words!,,2015-02-19 15:25:12 -0800,"Sunnyside, NY",Eastern Time (US & Canada)
5.682650912268E+017,negative,American,beaubertke,0,"@AmericanAir Okay, I think 1565 has waited long enough for a gate at DFW...",,2015-02-18 20:25:30 -0800,Texas,Central Time (US & Canada)
5.70294451261874E+017,negative,Delta,DetroitRonin,0,@DeltaAssist now at 57 minutes waiting on Silver Elite line for someone to pick up! Help!,,2015-02-24 10:49:27 -0800,Thataway,Eastern Time (US & Canada)
5.68757671819661E+017,negative,Delta,ConnieBowman4,0,@DeltaAssist what I have to say is more than 140 characters! Plus you don't follow me,,2015-02-20 05:02:50 -0800,,
5.70308309682676E+017,negative,American,SweeLoTmac,0,@AmericanAir why would I even consider continuing your point program when I received no perks or continued bad customer service? #senseless,,2015-02-24 11:44:31 -0800,,Quito
5.70308064185881E+017,neutral,American,LancasterPattie,0,@AmericanAir we've already made other arrangements ourselves.,,2015-02-24 11:43:32 -0800,,
5.70307949614256E+017,negative,American,ELLLORRAC,0,@AmericanAir thanks for getting back to me. But I will find other airlines in the future.,,2015-02-24 11:43:05 -0800,,Central Time (US & Canada)
5.70307948171424E+017,negative,American,SweeLoTmac,0,@AmericanAir why would I pay $200 to reactivate my points that are only useful for certain flights that aren't even worth $200?,,2015-02-24 11:43:05 -0800,,Quito
5.70307434113311E+017,negative,American,LauraMolito,0,"@AmericanAir stranded for 24 hours in MIA, Patrick casimir has been the ONLY AA staff to apologize for the great inconvenience #unreal",,2015-02-24 11:41:02 -0800,"New York, NY",Atlantic Time (Canada)
5.70307390752608E+017,negative,American,barbararwill,0,"@AmericanAir no thanks.  As I said, being denied miles that expired one week ago was the last drop for me; plan to avoid AA as possible.",,2015-02-24 11:40:52 -0800,Mexico City,
5.70307369328095E+017,negative,American,Bossman1908,0,"@AmericanAir sorry so Late Flight, responded to your DM.",,2015-02-24 11:40:47 -0800,Liverpool,
5.70307312675652E+017,negative,American,bharris77,0,"@AmericanAir Believe me, I understand. Flight #2955. Was originally booked for Sunday. Flight was Cancelled Flighted and rescheduled for today.",,2015-02-24 11:40:33 -0800,"Frisco, Texas",Central Time (US & Canada)
5.70306867878072E+017,negative,American,TheTPVshow,0,"@AmericanAir aa employees were rude and unwilling to help. 10,000 miles is a rotten cherry on top of a dog shit Sunday. #nocareforcustomers",,2015-02-24 11:38:47 -0800,MN,Central Time (US & Canada)
5.70306715599696E+017,negative,American,banderson_1978,0,@AmericanAir Mold on my flight?!? US3825 #filthyplane #hopeidonotgetsick http://t.co/zIK2UoXGnW,"[35.22643463, -80.93879965]",2015-02-24 11:38:11 -0800,"Albany, NY",
5.70306662575301E+017,neutral,American,gjeaviation,0,@AmericanAir 767 seconds from touchdown at Madrid airport in April 2013 #AvGeek http://t.co/1yWXRfn0Gr,,2015-02-24 11:37:58 -0800,"Worcester, UK",London
5.70306529947193E+017,negative,American,TheTPVshow,0,"@AmericanAir I slept in the miami airport due to mechanical issues and was given 10,000 bonus miles to try and make it right. #slapintheface",,2015-02-24 11:37:27 -0800,MN,Central Time (US & Canada)
5.70306423818723E+017,neutral,American,sammy575,0,"@AmericanAir is the new 9:45 time confirmed or it may get Cancelled Flightled? Traveling with kids, need to be certain. Thx",,2015-02-24 11:37:01 -0800,New York,Eastern Time (US & Canada)
5.70306260010177E+017,negative,American,HollyKinnamon,0,@AmericanAir 1hr 46 min. Cost of flight change $788. Was $188 2hrs ago b/f drop call. Cancelled Flighted flight. Asked 4 refund.,,2015-02-24 11:36:22 -0800,"Washington, DC",Quito
5.70306250442985E+017,negative,American,CathiKingWarren,0,@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?,,2015-02-24 11:36:20 -0800,"San Antonio, Republic of Texas",
5.70305365159633E+017,neutral,American,penyu1818,0,"@AmericanAir DM the locator code, thanks.",,2015-02-24 11:32:49 -0800,,
5.70305264613765E+017,positive,American,jamucsb,0,@AmericanAir thank you!,,2015-02-24 11:32:25 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
5.7030523483843E+017,negative,American,TheOnlyJasonS,1,"@AmericanAir I sure hope you all can fix @USAirways. Good luck, their service sucks. #nexttimeiwillflysouthwest",,2015-02-24 11:32:18 -0800,,
5.70305063052284E+017,negative,American,drhavoc,0,@americanair thanks for no fresh food on my cross country flight and for making my connection so close No time to eat. TPA-DFW-LAX,,2015-02-24 11:31:37 -0800,Tampa Bay,Eastern Time (US & Canada)
5.70305051819942E+017,neutral,American,Chandrafaythe,0,"@AmericanAir my flight got Cancelled Flightled from GRK to DFW, then to LEX for tomorrow and I need it rebooked.",,2015-02-24 11:31:34 -0800,,Quito
5.70304633048048E+017,neutral,American,AesaGaming,0,@AmericanAir Do you have any sort of live chat feature? We're in the UK right now and that call would cost us alot. :(,,2015-02-24 11:29:54 -0800,,
5.70304544128815E+017,negative,American,ImBillNichols,0,@AmericanAir your planes made me miss 2 connections in 2 days. Thanks for nothing,,2015-02-24 11:29:33 -0800,,Quito
5.70303889754489E+017,negative,American,coquichick,0,@AmericanAir I purchased Main Cabin XT for f-1571AUS. Flight was Cancelled Flightled and I was rescheduled on 1600 with regular seats. Credit?,,2015-02-24 11:26:57 -0800,Puerto Rico,Atlantic Time (Canada)
5.7030338378299E+017,neutral,American,trentgillaspie,0,.@AmericanAir just disappointed with the Flight Booking Problems process and add’l fees to sit together on a more crowded flight. Not impressed so far :-/.,,2015-02-24 11:24:57 -0800,"Austin, but often Denver",Mountain Time (US & Canada)
5.70302358242116E+017,positive,American,JohnMHaaland,0,@AmericanAir thanks,,2015-02-24 11:20:52 -0800,New York Tri-State,Eastern Time (US & Canada)
5.70302060035498E+017,negative,American,PBSamson,0,@AmericanAir thx for responding. I cant watch 2 mins of this film w/out it cutting in and out 4 prolonged prds of time. beyond frustrating,,2015-02-24 11:19:41 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
5.70301929580048E+017,neutral,American,FinEdChat,0,@AmericanAir I did,,2015-02-24 11:19:10 -0800,"Cincinnati, Ohio",Atlantic Time (Canada)
5.70301488192459E+017,negative,American,skgiffard,0,.@AmericanAir can you connect me to a person without having to wait 2+ hours on hold? I still haven't been able to resolve the problem.,,2015-02-24 11:17:25 -0800,"Boston, MA",Eastern Time (US & Canada)
5.70301395141837E+017,negative,American,JoBarredaV,1,@AmericanAir r u serious?? 304min #delay with #AmericanAirlines #AA2444 #ohio - #dallas missed my connecting flight http://t.co/DNMsblzumr,,2015-02-24 11:17:02 -0800,Mexico City,Central Time (US & Canada)
5.70300915418321E+017,negative,American,LancasterPattie,0,"@AmericanAir You are jumping the gun and Cancelled Flighting flights that could've made it before the snow. Now, more Cancelled Flightlations. It's ridiculous.",,2015-02-24 11:15:08 -0800,,
5.70300355843662E+017,neutral,American,dcathomedad,0,@AmericanAir I might look into that. My wife travels much more than I do. Could we both use the membership?,,2015-02-24 11:12:55 -0800,DC to STL ,
5.7030026230229E+017,positive,American,pokecrastinator,0,"@AmericanAir Thank you, you too!",,2015-02-24 11:12:32 -0800,United States,Mountain Time (US & Canada)
5.70300177367634E+017,neutral,American,Qwhocooks,0,@AmericanAir What happens when you combine Top Chef &amp; the beauty of San Miguel de Allende. My Late Flightst food blog.  http://t.co/7t1rDRCRe6,,2015-02-24 11:12:12 -0800,Chicago,Eastern Time (US & Canada)
5.70299824760861E+017,positive,American,COVRTER,0,"@AmericanAir Great, thanks. Followed.","[37.78618135, -122.45742542]",2015-02-24 11:10:48 -0800,"SF, CA",Central Time (US & Canada)
5.70299252141904E+017,positive,American,Mtts28,0,@AmericanAir This is exactly why ill be flying AA from @Dulles_Airport to Dallas! Only airline I trust!,,2015-02-24 11:08:32 -0800,Virginia,Eastern Time (US & Canada)
5.70298770136674E+017,negative,American,law_econ,0,@AmericanAir This doesn't address my issue. I am on hold for 30 min to speak with an agent.,,2015-02-24 11:06:37 -0800,"Newport Beach, CA",Central Time (US & Canada)
5.70298744723415E+017,positive,American,SusieBarre,0,@AmericanAir got another flight. Thanks you,,2015-02-24 11:06:31 -0800,,
5.70298679250305E+017,neutral,American,chrissieward71,0,@AmericanAir u r horrible.went online to Cancelled Flight flight-no button-4that.Called CS &amp;wait time 40 mins&amp;put in my #.800#called&amp;it hungupNOHELP,,2015-02-24 11:06:15 -0800,oklahoma,
5.70298644475347E+017,negative,American,denismishin,0,"@AmericanAir submitted a case to AA customer relations two weeks ago, no word ever since! whats the point of even having CR?",,2015-02-24 11:06:07 -0800,"Bellevue, WA",Eastern Time (US & Canada)
5.7029837114094E+017,negative,American,djjohnpayne,0,"@AmericanAir if by near the gate you mean sitting on the plane for almost 2 hours, then yeah.","[0.0, 0.0]",2015-02-24 11:05:01 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
5.70298285350629E+017,neutral,American,ThisIsKari,0,@AmericanAir I don't think you should help him at all based on his behavior. The voucher and cot seem like enough lol 😃,,2015-02-24 11:04:41 -0800,"Dallas, TX",Central Time (US & Canada)
5.70298117544907E+017,negative,American,ELLLORRAC,0,@AmericanAir still waiting for a flight... I should get my money back,,2015-02-24 11:04:01 -0800,,Central Time (US & Canada)
5.70297548726006E+017,negative,American,jkordyback,0,@AmericanAir I Cancelled Flighted my flight. I really don’t need this much trouble.,,2015-02-24 11:01:45 -0800,"North Saanich, BC",Pacific Time (US & Canada)
5.70297479029252E+017,negative,American,Andrew_Wasila,0,"“@AmericanAir: @Andrew_Wasila We're sorry you were uncomfortable, Andrew. What can we do for you?” SMA",,2015-02-24 11:01:29 -0800,,Quito
5.70297414848E+017,neutral,American,penyu1818,0,"@AmericanAir Hi, can you please ticket my award ticket? The status is ""On Request"" now. Thanks.",,2015-02-24 11:01:13 -0800,,
5.70297070998975E+017,positive,American,rakugojon,0,@AmericanAir got back eventually! Was a rollercoaster. Once I got to the airport &amp; got to speak to someone things got fixed very quick.,,2015-02-24 10:59:51 -0800,San Francisco,London
5.70296996445205E+017,negative,American,aaronmsantos,0,@AmericanAir that's 16+ extra hours of travel time. Missed vacation time and now you guys are messing with my professional life.,,2015-02-24 10:59:34 -0800,"Brooklyn, NY and all over.",Quito
5.70296986827694E+017,negative,American,lilirr,0,"@AmericanAir Checked in on app since yesterday. Confirmed upgrade &amp; carry on, got to counter &amp; manager upgraded somebody else on my seat!",,2015-02-24 10:59:31 -0800,,Mountain Time (US & Canada)
5.70296616688751E+017,neutral,American,AesaGaming,0,@AmericanAir Trying desperately to get my boyfriend booked on the same US Airways flight as myself for the same price. Can you help?,,2015-02-24 10:58:03 -0800,,
5.702965723759E+017,positive,American,TheVirtualJosh,0,"@AmericanAir yes yes yes,so glad to be headed home!",,2015-02-24 10:57:53 -0800,,
5.70295981985681E+017,negative,American,ferraro__rocher,0,@AmericanAir don't worry. I'll be sending a letter with what I expect from you for compensation. I fly twice a week w/you guys...for now,,2015-02-24 10:55:32 -0800,"Plano, TX",Mountain Time (US & Canada)
5.702959015557E+017,positive,American,MeeestarCoke,0,@AmericanAir thanks!!,,2015-02-24 10:55:13 -0800,BK,
5.7029574592188E+017,positive,American,THE_amandajean,0,@AmericanAir thanks keep me updated just hope I make either of my connections to Killeen Tx,,2015-02-24 10:54:36 -0800,the one and only TEXAS!!!!,Mountain Time (US & Canada)
5.70295576446808E+017,negative,American,HollyKinnamon,0,@AmericanAir I have been on hold w/customer service line for 68 minutes.  This after I was on phone with an agent for 35 min b/f call droped,,2015-02-24 10:53:55 -0800,"Washington, DC",Quito
5.70295174385017E+017,negative,American,barbararwill,0,@AmericanAir I tried to book a rwrd and was told I couldnt. Bought tix on USAir (now AA-no choice) didn't bother to + AAdv# with this svc...,,2015-02-24 10:52:19 -0800,Mexico City,
5.70293494444634E+017,neutral,American,idk_but_youtube,0,@AmericanAir did you know that suicide is the second leading cause of death among teens 10-24?,,2015-02-24 10:45:39 -0800,1/1 loner squad,Eastern Time (US & Canada)
5.70292715444965E+017,negative,American,alicizzle,0,@AmericanAir narrowly made standby...lots of snags this trip!,,2015-02-24 10:42:33 -0800,MiniApple(s),
5.70292403309036E+017,neutral,American,pbpinftworth,0,@AmericanAir @pbpinftworth iPhone 6 64GB (not 6 plus),"[32.82813261, -97.25115941]",2015-02-24 10:41:19 -0800,"DFW, TX",Central Time (US & Canada)
5.70291431195206E+017,negative,American,JesicaLSantos,0,"@AmericanAir i ordered it as i always do. But on a 9hour flight delayed for 4 hours, it was worse than ever before when you forgot my meal.",,2015-02-24 10:37:27 -0800,NY (Globetrotter.ExBonaerense),
5.70291157340705E+017,positive,American,mpresdenver,0,@AmericanAir thanks so much!,,2015-02-24 10:36:22 -0800,"Denver, Colorado",Mountain Time (US & Canada)
5.70290552169734E+017,neutral,American,saianel,0,"@AmericanAir @RobertDwyer AA doesnt charge any fees to change award tickets as long as the origin, destination &amp; award type remains the same",,2015-02-24 10:33:57 -0800,Texas,Mountain Time (US & Canada)
5.7029033716974E+017,negative,American,SusieBarre,0,@AmericanAir I need a flight out tonight. Isn't there anything else?,,2015-02-24 10:33:06 -0800,,
5.70290334158225E+017,positive,American,oobunillaoo,0,@AmericanAir thank you for the confirmation.,,2015-02-24 10:33:05 -0800,usa::fr::uk,London
5.70290220589027E+017,negative,American,PBSamson,0,"@AmericanAir spent $8 for the choppiest feed of ""Whiplash"" ever. #americanairlinesfail #iwantmymoneyback",,2015-02-24 10:32:38 -0800,"Los Angeles, CA",Pacific Time (US & Canada)
5.70290034009637E+017,neutral,American,waynebevan,0,@AmericanAir OK I will call them likely tmrw UK time to question the process getting the change charge reversed due to a bereavement,,2015-02-24 10:31:54 -0800,,Alaska
5.70289085354541E+017,negative,American,brownsrock,0,@AmericanAir - Please find my bag!! In Singapore for three days already without my bag. Last known destination LAX Tag: 580815 Please help.,,2015-02-24 10:28:08 -0800,"Bangkok, Thailand",Bangkok
5.70288809532891E+017,negative,American,jkordyback,0,@AmericanAir “Inconvenient” is such a convenient word.,,2015-02-24 10:27:02 -0800,"North Saanich, BC",Pacific Time (US & Canada)
5.70288282413634E+017,negative,American,jacquelinewins6,0,"@AmericanAir
 Your response could have made all the difference. It could have made the situation better. NO TRUST...GET LOST like my bag.",,2015-02-24 10:24:56 -0800,,
5.70288167242375E+017,negative,American,aaronmsantos,0,"@AmericanAir delayed on the way to Puerto Rico and delayed on the way back to New York, this is disgraceful",,2015-02-24 10:24:29 -0800,"Brooklyn, NY and all over.",Quito
5.70287747643998E+017,negative,American,jacquelinewins6,0,"@AmericanAir That's ok...You may keep my $25 and lose my bag with no info, but you no longer have my trust. Bad way to handle this.",,2015-02-24 10:22:49 -0800,,
5.70287638084764E+017,negative,American,THE_amandajean,0,@AmericanAir come on I just want to go home I can't miss another day of work #stuckinmemphis #texasisclosed,,2015-02-24 10:22:23 -0800,the one and only TEXAS!!!!,Mountain Time (US & Canada)
5.70287271234175E+017,neutral,American,IoanGil,0,@AmericanAir Here is the photo ;) http://t.co/VMqUURZUpW,,2015-02-24 10:20:55 -0800,,London
5.70286841737318E+017,negative,American,djjohnpayne,0,@AmericanAir you guys are killing me. http://t.co/22iPGeIcSm,"[0.0, 0.0]",2015-02-24 10:19:13 -0800,"Las Vegas, NV",Pacific Time (US & Canada)
5.70284862122234E+017,positive,American,pokecrastinator,0,@AmericanAir Aww cool! It's nice to know they are still up above my head then. One of my faves.,,2015-02-24 10:11:21 -0800,United States,Mountain Time (US & Canada)
5.70284660510433E+017,neutral,American,sammy575,0,@AmericanAir what's the status of flight 1357 out of sju?,,2015-02-24 10:10:33 -0800,New York,Eastern Time (US & Canada)
5.70284482588246E+017,negative,American,mmanny,0,"@AmericanAir Would love to DM you, but my Twitter app says you're not following me and I can't.","[0.0, 0.0]",2015-02-24 10:09:50 -0800,NYC,Eastern Time (US & Canada)
5.70284308210033E+017,negative,American,BartonDVM,0,"@AmericanAir Its not that I wasn't offered ""perks"" by @USAirways.  I ASKED and was told, ""NO."" #thenewamerican",,2015-02-24 10:09:09 -0800,Arkansas,Central Time (US & Canada)
5.7028405460564E+017,negative,American,chagaga2013,0,@AmericanAir good care of their customers if anything happen to then take you @Delta  for getting me back to NYC !! Screw you @AmericanAir,"[40.69017276, -73.91646118]",2015-02-24 10:08:08 -0800,new york city,Central Time (US & Canada)
5.70283851018318E+017,negative,American,chagaga2013,0,@AmericanAir cost me over 200 dollars because flight was Cancelled Flightled and couldn't even give me a food comp!! Fly @JetBlue @Delta they take,"[40.68994668, -73.91637642]",2015-02-24 10:07:20 -0800,new york city,Central Time (US & Canada)
5.70283544125288E+017,negative,American,chagaga2013,0,@AmericanAir they will just say dumb things to beat around the bush ! If you're flight Cancelled Flightled be prepared for no compassion from them,"[40.69002464, -73.91638072]",2015-02-24 10:06:06 -0800,new york city,Central Time (US & Canada)
5.70283309093114E+017,neutral,American,pbpinftworth,0,@americanair Yes to the iOS. I'm running iOS 8.1.3,,2015-02-24 10:05:10 -0800,"DFW, TX",Central Time (US & Canada)
5.70283254743507E+017,negative,American,chagaga2013,0,@AmericanAir worst company ever please do not fly with them I repeat please do not fly !! They will not credit you if you're delayed,"[40.68996177, -73.91640136]",2015-02-24 10:04:57 -0800,new york city,Central Time (US & Canada)
5.7028255505791E+017,negative,American,alicizzle,0,"@AmericanAir continues to win: I've never missed a flight before, but a nice little quiet gate change made it possible. Sheesh.",,2015-02-24 10:02:11 -0800,MiniApple(s),
5.70282469791912E+017,positive,American,mrespinosa1971,0,@AmericanAir - keeping AA up in the Air! My crew chief cousin Alex Espinosa in DFW! http://t.co/0HXLNvZknP,,2015-02-24 10:01:50 -0800,Great State of Texas,Central Time (US & Canada)
5.70281958556611E+017,negative,American,MrsPang725,0,"@AmericanAir lost my cats, missed their flights, kept them crated 30 hrs for a  would-be 5 hr trip. You'll never touch my pets again.",,2015-02-24 09:59:48 -0800,City by the Bay,Eastern Time (US & Canada)
5.70281854139572E+017,negative,American,EMesaLaw,0,@AmericanAir don't worry you won't steal my money again,,2015-02-24 09:59:24 -0800,Greater New England Area,Quito
5.70281731510571E+017,negative,American,robkoenigld,0,@AmericanAir why am I continually getting put on hold by painfully inexperienced people when calling your Platinum desk?!,,2015-02-24 09:58:54 -0800,"indialantic, fl",Eastern Time (US & Canada)
5.70281470507352E+017,negative,American,chone1984,0,@AmericanAir pretty lame response to a two paged single spaced letter http://t.co/aCebo6ELPa,,2015-02-24 09:57:52 -0800,,Eastern Time (US & Canada)
5.70281010606121E+017,negative,American,jacquelinewins6,0,"@AmericanAir 
It's not what happens to us that matters...It's our response that matters. Way to drop the ball AA.",,2015-02-24 09:56:02 -0800,,
5.70280755252896E+017,negative,American,traveller5207,0,"@AmericanAir I am looking for help on USAirways award travel booked for wife and two boys, no seats assigned.",,2015-02-24 09:55:02 -0800,Connecticut,Quito
5.7028064177179E+017,positive,American,LordLasenby,0,@AmericanAir @Clarkey_19 we done it with 1 truck... No biggie 😄,,2015-02-24 09:54:34 -0800,,London
5.70280637946421E+017,negative,American,martinesquivel,0,@AmericanAir and @iTunesMusic have put me in bad mood. I haven't been this angry since Spagnuolo coached the #Rams,,2015-02-24 09:54:34 -0800,CA,Pacific Time (US & Canada)
5.7028037819333E+017,negative,American,courtfierce,0,@AmericanAir AND they Cancelled Flighted my flight and left me with no help to find a hotel to stay in. I slept in an airport for a night-_-,,2015-02-24 09:53:32 -0800,513/lexingtonKY,Quito
5.70280225625363E+017,negative,American,TheVirtualJosh,0,"@AmericanAir flight 1181 out of Vegas to DFW. Cancelled Flightled Sunday and Monday, no whammie today!",,2015-02-24 09:52:55 -0800,,
5.70279653337928E+017,positive,American,sundialtours,0,"@AmericanAir ""Airport snow removal method #22...""
Keep up the good work folks, this is where Cessna's become 747's! http://t.co/oUmC1LrXDN",,2015-02-24 09:50:39 -0800,"Astoria, OR",Tijuana
5.7027936876696E+017,neutral,American,jjqb1,0,@AmericanAir These birds could fly to South America for example #Argentina,,2015-02-24 09:49:31 -0800,,Buenos Aires
5.70279220502512E+017,negative,American,SusieBarre,0,@AmericanAir my flight 386 from Jacksonville fl to Dallas is showing Cancelled Flightled. What is going on?  Am I rebooked on another flight?,,2015-02-24 09:48:56 -0800,,
5.70279118438183E+017,positive,American,kdtate,0,"@AmericanAir great, thanks!",,2015-02-24 09:48:31 -0800,,
5.70279036582109E+017,positive,American,hooton,0,@AmericanAir awesome. Thanks!,,2015-02-24 09:48:12 -0800,"Little Rock, AR",Central Time (US & Canada)
